total,price,condition,MPN,movement,case material,band material,model,listingType
10500,10500,new with tags,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner 116610LN,FixedPrice
4725,4700,pre-owned,16570WHITEDIAL,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
3900,3900,pre-owned,6917,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction
11922,11922,pre-owned,116613,Mechanical (Automatic),"Stainless Steel, Gold","Yellow Gold, Stainless Steel",Rolex Submariner,FixedPrice
6850,6800,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer II,StoreInventory
11450,11450,pre-owned,116523,Mechanical (Automatic),"Gold, Stainless Steel","Gold, Stainless Steel, Yellow Gold",Daytona,StoreInventory
3134,3134,pre-owned,1505,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Date,StoreInventory
4494,4494,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
3600,3600,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,FixedPrice
7899,7899,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II 116334,FixedPrice
6550,6550,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3471,3450,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
3835,3800,pre-owned,6917,Mechanical (Automatic),Stainless Steel,"Gold Plated, Stainless Steel",Rolex Date,FixedPrice
6535,6500,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner,FixedPrice
4485,4485,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,StoreInventory
3180,3180,pre-owned,17014,Quartz,Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
3200,3200,pre-owned,1505,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Date,StoreInventory
6740,6700,pre-owned,16622,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,Auction
3150,3150,pre-owned,14270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
6899,6899,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3950,3950,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
7375,7300,pre-owned,16753,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel",Rolex GMT-Master,StoreInventory
10000,10000,new with tags,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner 116610LN,Auction
3500,3500,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,"Stainless Steel, 14K Yellow Gold",Rolex Datejust,StoreInventory
3150,3150,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,FixedPrice
6493,6493,pre-owned,1601,Swiss Automatic,Stainless Steel,Stainless Steel,DateJust,FixedPrice
4500,4500,pre-owned,6517,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 14k Yellow Gold,Rolex Datejust,Auction
6500,6500,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
4250,4250,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice
3017,3000,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
7875,7800,pre-owned,16018,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex Datejust,StoreInventory
6250,6250,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory
6270,6250,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3250,3250,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
6143,6143,pre-owned,14060,Mechanical (Automatic),Stainless Steel,Stainless Steel,No Date Submariner,FixedPrice
4500,4500,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
4680,4650,new with tags,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
3800,3800,pre-owned,1601,Swiss Automatic,Stainless Steel,Stainless Steel,Date Just 1601,StoreInventory
11549,11549,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
7500,7500,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory
8995,8995,pre-owned,"$30,000 ",Automatic,18K Yellow Gold,18K Yellow Gold,Rolex President,StoreInventory
8950,8900,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
8392,8392,pre-owned,16700,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,FixedPrice
7875,7875,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II 116334,FixedPrice
11145,11000,pre-owned,116201,Mechanical (Automatic),"Rose Gold, Silver, Stainless Steel, Solid Gold","Rose Gold, Silver, Stainless Steel",Rolex Datejust,FixedPrice
5375,5375,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer I 214270,StoreInventory
7045,7000,pre-owned,214270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer,FixedPrice
7045,7000,pre-owned,214270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer,FixedPrice
9200,9200,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Lady-Datejust,StoreInventory
8100,8100,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT Master 16700,FixedPrice
5800,5800,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Leather,Rolex Oyster Perpetual DATEJUST,Auction
8292,8292,pre-owned,126334,Mechanical: Automatic,"18k White Gold Bezel, Stainless Steel",Stainless Steel,Datejust 41,FixedPrice
7567,7567,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,Auction
3950,3950,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
3150,3150,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex 1500,StoreInventory
3000,3000,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction
6650,6650,pre-owned,16013,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
6492,6492,pre-owned,6916,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
8081,7950,pre-owned,"$12,250 ",Automatic,Stainless Steel,Stainless Steel,Sea Dweller,StoreInventory
4512,4500,pre-owned,5500,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,StoreInventory
10200,10200,pre-owned,126334,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice
8650,8650,pre-owned,5443/9,Mechanical (Hand-winding),White Gold,Alligator,Cellini,FixedPrice
3418,3400,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
3499,3499,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory
4502,4502,pre-owned,1807,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex President,Auction
7500,7500,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory
4350,4350,pre-owned,116200,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
9400,9400,pre-owned,R16700A30B9315,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,FixedPrice
3950,3850,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction
4060,4000,pre-owned,Does Not Apply,Mechanical (Hand-winding),Rose Gold,Leather,Rolex Chonometer,FixedPrice
2826,2800,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,StoreInventory
11450,11450,pre-owned,116523,Mechanical (Automatic),"Gold, Stainless Steel","Gold, Stainless Steel, Yellow Gold",Daytona,StoreInventory
6994,6994,pre-owned,16803,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex Submariner,FixedPrice
6357,6357,pre-owned,16600,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Sea-Dweller,Auction
3395,3395,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory
4151,4106,pre-owned,16233,Mechanical (Automatic),Stainless Steel & 18K Gold,Stainless Steel & 18K Gold,Datejust,Auction
7800,7800,pre-owned,R16700A30B9315,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,Auction
7433,7433,pre-owned,R16700A30B9315,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,Auction
9900,9900,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
7495,7495,new with tags,"$7,850 ",Automatic,Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
6826,6695,pre-owned,126334,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
7025,7000,pre-owned,1803,Automatic,18K Yellow Gold,Genuine Leather,Rolex President,StoreInventory
6000,6000,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
3721,3700,pre-owned,Does Not Apply,Mechanical (Automatic),"18K Yellow Gold & Stainless Steel, 1.50CT Diamond Bezel",18K Yellow Gold & Stainless Steel,16013,Auction
3200,3200,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Turn-O-Graph,StoreInventory
7150,7150,pre-owned,116233,Mechanical (Automatic),Yellow Gold / Stainless Steel,Yellow Gold / Stainless Steel,Rolex Datejust,FixedPrice
5050,5050,pre-owned,16263,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,FixedPrice
4000,4000,pre-owned,16013,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,Auction
9300,9300,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
9900,9900,pre-owned,116334,Mechanical (Automatic),Stainless Steel with 18k White Gold Bezel,Stainless Steel,Datejust II,StoreInventory
6425,6350,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory
3000,3000,pre-owned,5500,Automatic,Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
7815,7800,pre-owned,1803,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex President,StoreInventory
3949,3949,seller refurbished,16014,Mechanical (Automatic),"18k White Gold Bezel, Stainless Steel",Stainless Steel,Rolex Datejust,FixedPrice
3000,3000,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel",Yellow Gold and Stainless Steel,Rolex Oyster Perpetual,FixedPrice
6499,6499,pre-owned,Date,Mechanical (Automatic),"Solid Gold, Stainless Steel",Stainless & Solid Gold,Rolex Oyster Perpetual,FixedPrice
4500,4500,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
9500,9500,pre-owned,9630,Manual,18K Yellow Gold,"Silver, 18K Yellow Gold",King Midas,Auction
4531,4400,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II 116334,Auction
11399,11399,pre-owned,116613,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Submariner,StoreInventory
8850,8850,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
6400,6345,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
8550,8550,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Submariner,StoreInventory
12000,12000,pre-owned,18238,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex President,FixedPrice
10395,10395,pre-owned,"$13,000 ",Automatic,Stainless Steel,"Stainless, 18K Yellow Gold",Rolex GMT Master II,StoreInventory
6445,6425,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
4995,4995,pre-owned,16013,Automatic,"Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,StoreInventory
3500,3500,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
6366,6366,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice
4710,4710,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
4000,4000,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
7054,6979,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II 116334,StoreInventory
7500,7500,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II 116334,FixedPrice
3151,3151,pre-owned,116264,Mechanical: Automatic,Stainless Steel,Stainless Steel,Turn-O-Graph,Auction
8800,8725,new with tags,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner No Date 114060,FixedPrice
3900,3900,pre-owned,16622,Mechanical (Automatic),"Stainless Steel, Platinum",Stainless Steel,Rolex Yacht-Master,Auction
7010,6995,pre-owned,1503,Mechanical (Automatic),Solid Gold,Leather,Rolex Date,FixedPrice
7050,7050,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II 116334,StoreInventory
4900,4900,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Oyster Perpetual,StoreInventory
6739,6689,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
7150,7100,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
3100,3100,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
4290,4250,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
6342,6342,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
9750,9750,pre-owned,R16700A30B9315,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master,StoreInventory
4050,4050,pre-owned,1505,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Date,Auction
5100,5100,pre-owned,6619,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,StoreInventory
3010,3010,pre-owned,6284,Mechanical (Automatic),Stainless Steel,Leather,Oyster Perpetual,Auction
6300,6300,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,FixedPrice
5895,5895,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,Leather,Panerai Luminor,StoreInventory
3500,3500,pre-owned,16013,Mechanical (Automatic),Stainless Steel,18K Yellow Gold & Stainless Steel,Rolex Datejust,StoreInventory
9050,8980,pre-owned,116710,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,StoreInventory
6001,6001,new without tags,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
4616,4616,pre-owned,1803,Mechanical (Automatic),Gold,Gold,Rolex Day-Date,Auction
8094,8094,pre-owned,16623,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex Yacht-Master,FixedPrice
9000,9000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
3750,3750,pre-owned,Rolex Men's 36mm Datejust,Mechanical (Automatic),"Solid Gold, Stainless Steel","Solid Gold, Stainless Steel",Rolex Datejust,FixedPrice
3550,3550,pre-owned,Rolex Mens Datejust 16013,Mechanical (Automatic),Stainless Steel,"18k Yellow Gold, Stainless Steel",Rolex Datejust,Auction
5540,5500,pre-owned,16203,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,StoreInventory
6350,6350,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction
3425,3425,pre-owned,15223/*15200,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Oyster Perpetual,Auction
8200,8200,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
7100,7100,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction
6093,6093,pre-owned,116400,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Milgauss,FixedPrice
4500,4500,new with tags,114200,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,Auction
4043,4043,pre-owned,6567,Mechanical (Automatic),Gold,Leather,OYSTER PERPETUAL,FixedPrice
3600,3600,pre-owned,1601,Mechanical (Automatic),Stainless Steel,"Leather, Genuine Leather",Rolex Datejust,StoreInventory
12000,12000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex President,StoreInventory
6015,5990,pre-owned,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory
3000,3000,pre-owned,16220,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
3500,3500,pre-owned,116900,Mechanical (Hand-winding),Stainless Steel,Stainless Steel,Rolex Air-King,Auction
5500,5500,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Explorer I 214270,Auction
4550,4550,pre-owned,Does Not Apply,Mechanical (Automatic),18K Yellow Gold,18K Yellow Gold,Rolex Day-Date,FixedPrice
4525,4495,pre-owned,16264,Mechanical (Automatic),Stainless Steel,Stainless Steel,Turn-O-Graph,FixedPrice
4599,4599,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice
5815,5750,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice
5199,5199,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"Yellow Gold, Stainless Steel",Rolex Datejust,StoreInventory
9330,9300,pre-owned,Does Not Apply,Mechanical (Hand-winding),Platinum,Leather,Rolex Cellini,FixedPrice
7250,7250,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel & 18k Yellow Gold,Stainless Steel & 18k Yellow Gold,Submariner 16613,FixedPrice
8700,8700,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
9910,9910,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
7495,7495,pre-owned,"$10,650 ",Automatic,Stainless Steel,"18K Yellow Gold, Stainless Steel",Rolex Lady-Datejust,FixedPrice
8544,8544,pre-owned,"$30,000 ",Mechanical (Automatic),18K Yellow Gold,18K Yellow Gold,Rolex President,FixedPrice
10994,10994,pre-owned,116710,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,FixedPrice
11520,11500,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
